Sr_No,Tweets,Sentiment Polarity,Subjectivity,Date,Retweet Count
494,@ashokgupta_pnb\n\nRespected Sir Good Afternoon. I'm Meher. I'm working in Infosys for a Package of 2.22 L. I'm also\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/LeSd1IlhYT,0.7,0.6,2017-10-15,0
495,@sharmilagharpur\n\nRespected Mam Good Afternoon. I'm Meher. I'm working in Infosys for a    Package of 2.22 L. I'm\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/E2K4uE8uh2,0.7,0.6,2017-10-15,0
496,@salonishuklaET\n\nRespected Mam Good Afternoon. I'm Meher. I'm working in Infosys for a  Package of 2.22 L. I'm als\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/0cyHDdSeE6,0.7,0.6,2017-10-15,0
497,@muglikar_\n\nRespected Sir Good Afternoon. I'm Meher. I'm working in Infosys for a   Package of 2.22 L. I'm also pr\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/OlJIRdpRqK,0.7,0.6,2017-10-15,0
498,Martin Currie LTD Has Upped By $490500 Its Infosys LTD $INFY Position https://t.co/KJCBpbtTpR,0,0,2017-10-15,0
499,@TamannaInsan\n\nRespected Mam Good Afternoon. I'm Meher. I'm working in Infosys for a   Package of 2.22 L. I'm also\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/ou6Xo6BSDj,0.7,0.6,2017-10-15,0
500,@JaimalaParuleka\n\nRespected Mam Good Afternoon. I'm Meher. I'm working in Infosys for a   Package of 2.22 L. I'm a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/UvJ0ykZ28j,0.7,0.6,2017-10-15,0
501,Retweeted moneycontrol (@moneycontrolcom:\n\nIndia on very good wicket on privacy says Infosys chairman Nandan... https://t.co/bmDRHAVnLQ,0.91,0.78,2017-10-15,0
502,@VodafoneIN past 2 days struggling to get 349 plan activated they say don't have 349 30 GB plan why have you put ads outside Infosys.,-0.125,0.15,2017-10-15,0
503,@VGondia\n\nRespected Sir Good Afternoon. I'm Meher. I'm working in Infosys for a  Package of 2.22 L. I'm also prepa\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/JvsA2zpfII,0.7,0.6,2017-10-15,0
504,Pressure isn't a problem for rogerfederer ?\n\nInfosys Beyond the Numbers explains ?? https://t.co/l3ZEsU0Pnv https://t.co/Em79rbe7hS,0,0,2017-10-15,0
505,@AnkitaGondia\nRespected Mam Good Afternoon. I'm Meher. I'm working in Infosys for a  Package of 2.22 L. I'm also\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/XfaTLRXX3m,0.7,0.6,2017-10-15,0
506,https://t.co/fxjEqWiFo7 Hiring for Windows L1 Suppofor Wipro/infosys Immediate Joining Walkin Mon2fri in Bengaluru/Bangalore for Exp. \xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-15,0
507,@Sir_C_R \nRespected Sir Good Afternoon.\nI'm Meher. I'm working in Infosys for a  Package of 2.22 L. I'm also prepa\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/KeEEFKkUPv,0.7,0.6,2017-10-15,0
508,@JohnTerryArmy\n\nRespected Sir Good Morning I'm Meher. I'm working in Infosys for a  Package of 2.22 L. I'm also pr\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/B9Cz023wcY,0.7,0.6,2017-10-15,0
509,Two more top executives resign from Infosys  https://t.co/SlZaW1c09p,0.5,0.5,2017-10-15,0
510,@Infosys: #Blockchain distributed ledger market will grow at 57.6% CAGR from 2017-2023. How will different industries adopt? https://t.\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0.6,2017-10-15,6
511,FBI CIA Interpol Europol SWAT CTS Infosys Wipro HCL TCS like this all international law and order units are after AK.,0,0,2017-10-15,0
512,Infosys Ltd: Buy Back Offer: Record Date is 01 November 2017: https://t.co/W7MIsjEoQ5 via @YouTube,0,0,2017-10-15,0
513,I added a video to a @YouTube playlist https://t.co/W7MIsjEoQ5 Infosys Ltd: Buy Back Offer: Record Date is 01 November 2017,0,0,2017-10-15,0
514,India's 15 best IT companies to work for in 2017'\n https://t.co/0McwKPJakM\nInfosys TCS HCL TechM not in the list?,1,0.3,2017-10-15,0
515,@pradeenarji: I'm software professional working in infosys bangalore looking girl for marriage contact @8806748893   #RastheGundiMuchisa\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1,0.1,2017-10-15,1
516,@BIMTrichy: Rahul NK  Syed Suheil S Vibesh K V of PGP-I from BIM Trichy won the 2nd prize  in Infosys Ingenious 2017- National B Plan\xc3\xa2\xe2\x82\xac\xc2\xa6,0.25,0.5,2017-10-15,3
517,@krunalpatel111 @contrarianEPS Similar to Infosys in 2001. Earnings grew at 25%+ CAGR for 5y+ price did not. The e\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bTZ4lLHiRm,0,0.4,2017-10-15,3
518,@paranjoygt Infosys guys who do the It Infrastructure will go crazy if Govt goes on playing with Tax rates every week..,-0.6,0.9,2017-10-15,0
519,#Infosys putting its new recruits on training programmes based on those of fighter pilots! #tech #India #aviation  https://t.co/m1wATIClj8,0.170454545454545,0.454545454545455,2017-10-15,0
520,@IndiaToday Gstn is gust like finale of Infosys\nHow many have M.B.A  degree.,0.5,0.5,2017-10-15,0
521,@aajtak This is not america.\nTry to understand   gst in Indian  way.\nGstn..is just like finale of infosys.\nHow many  have M.B.A finance.,0.5,0.5,2017-10-15,0
522,Some people in Infosys are going through a very bad weekend.. https://t.co/v8Ku9cOQJU,-0.91,0.866666666666667,2017-10-15,0
523,@bluegreyfield: @TVMohandasPai Sir is Infosys opening up Panaya Report?,0,0,2017-10-15,1
524,@TVMohandasPai Sir is Infosys opening up Panaya Report?,0,0,2017-10-15,1
525,@Reena40799844 I'm software professional working in infosys bangalore looking girl for marriage contact @8806748893,0.1,0.1,2017-10-15,0
526,@Infosys: Read how #ML can prevent a full-blown cyber attack https://t.co/s6p5yDp0LR #NationalCyberSecurityAwarenessMonth #InfosysInsigh\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-15,6
527,@taxfactoryindia @Infosys But when the site is nt 100%working is it fare to levy 200 Rs penalty a day??Does the\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/kTuucCI8op,0,0,2017-10-15,0
528,@taxfactoryindia: @bhavyapopat @Infosys @Infosys show it incompentance when they handle MCA in around 2011 and similar in GST also.\n\n@In\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0.4,2017-10-15,1
529,@SunilKu71150422: The Future for Industrial Services: The Digital Twin #InfosysInsights https://t.co/n7RokPjlKB,0,0.0625,2017-10-15,1
530,Infosys Applies IoT Analytics To Transform Business https://t.co/izyiLJbRwR,0,0,2017-10-15,0
531,@suchetadalal @Infosys is the genius which has implemented GSTN. With Nilekani back there they'll soon make this a disaster like AADHAAR!,0,0,2017-10-15,0
532,@hgsingha: #RelianceIndustries Sirs Please do the nation a favour by tapping Mr. Vishal Sikka &amp; venturing in the arena of Artificial in\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.6,1,2017-10-13,1
533,#RelianceIndustries Sirs Please do the nation a favour by tapping Mr. Vishal Sikka &amp; venturing in the arena of Artificial intelligence..,-0.6,1,2017-10-13,1
534,Diwali is Auspicious festival  all corporate should give holidays to employee rather bow down toforeign client @narendramodi @TCS @Infosys,-0.077777777777778,0.144444444444444,2017-10-16,0
535,@InfyTM: Meeting #638 #DanceBeats\n17th October'17 #Infosys #Bangalore\n#Toastmasters #Leaders #WhereLeadersAreMade #Communication #Public\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-16,1
536,Meeting #638 #DanceBeats\n17th October'17 #Infosys #Bangalore\n#Toastmasters #Leaders #WhereLeadersAreMade\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/eXt2BAWpLX,0,0,2017-10-16,1
537,@Finacle: Catch our demo on #Blockchain based solutions for payments smacontracts secure documents &amp; #TradeFinance| @Infosys @Finac\xc3\xa2\xe2\x82\xac\xc2\xa6,0.307142857142857,0.621428571428571,2017-10-16,2
538,India's leading companies including @Infosys @TataMotors @MahindraRise @DalmiaBharat + @Wipro are taking action\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/sGvu9euD0V,0,0,2017-10-16,0
539,Martin Currie LTD Has Boosted Its Stake in Infosys LTD $INFY by $490500 as Shares Rose ...,0.6,0.95,2017-10-16,0
540,@Abhijith_KD: Busy stato @Infosys @Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the flavours of the day http\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1,0.3,2017-10-16,2
541,Finacle: Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/7BAsNB8f1V,0.1,0.3,2017-10-16,0
542,Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the fl\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/yC4HxgmBN2,0.1,0.3,2017-10-16,0
543,Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the fl\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/5K0fS9Isf0,0.1,0.3,2017-10-16,0
544,Infosys Limited $INFY Stock Rating Reaffirmed by Cowen and Company https://t.co/0wUvXUl63Z,-0.071428571428572,0.142857142857143,2017-10-16,0
545,Finacle: Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/2vqOSFVhBh,0.1,0.3,2017-10-16,0
546,Finacle: Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/i5bbc7n7TD,0.1,0.3,2017-10-16,0
547,Infosys Limited $INFY Stock Rating Reaffirmed by Cowen and Company https://t.co/lGDPKtWACR,-0.071428571428572,0.142857142857143,2017-10-16,0
548,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QjUIcIABTM,0,0,2017-10-16,0
549,Busy stato @Infosys @Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the flavours of the d\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/i5bbc7n7TD,0.1,0.3,2017-10-16,2
550,Infosys Limited $INFY Stock Rating Reaffirmed by Cowen and Company https://t.co/zVsQjOLmGU,-0.071428571428572,0.142857142857143,2017-10-16,0
551,@taskts: About 83 faculty from TASK Registered Colleges attending the Orientation on Inspire Mentorship at Infosys today.|#TASK https://\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-16,3
552,EAI_Infosys you're a rock star! Thanks for the follow. Be sure to bookmark the blog: https://t.co/EMax0BaK1w!,0.4125,0.544444444444444,2017-10-16,0
553,@pandeymp: @TrafficPUNE @AnilShiroleBJP @Hinjewadi \nGreat work Pune traffic police at Wipro circle hinjewadi. Started from infosys gate\xc3\xa2\xe2\x82\xac\xc2\xa6,0.8,0.75,2017-10-16,1
554,Infosys Limited Adr $INFY Market Value Rose While Somerset Capital Management Llp Has Decreased Stake by $7...,0.042857142857143,0.597619047619048,2017-10-16,0
555,@reis_infosys: Contact Reis Information Systems to learn more about our Infrastructure Services such as secure web hosting and... https\xc3\xa2\xe2\x82\xac\xc2\xa6,0.3,0.533333333333333,2017-10-16,1
556,@TrafficPUNE @AnilShiroleBJP @Hinjewadi 2/2 traffic cop let pH 3 traffic to go for 20 min and Infosys traffic for 5\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/vLOc7M53ft,0,0,2017-10-16,0
557,@CiscoEvents: @Cisco @ACI Worldwide @DBS Bank &amp; @Infosys discuss where #FinTech will take us in 3-5 yrs. Oct 24 12pm #Money2020 https\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-16,1
558,@TheRaymondLtd ordered shirts from urban kiosk at Infosys pune. Money taken. No news of shirts. No response from Satish or Rahul in Pune.,0,0,2017-10-16,0
559,@SinghaniaGautam ordered shirts from Raymond kiosk at Infosys pune. Money taken. No news of shirts. No response from Satish or Rahul,0,0,2017-10-16,0
560,Virtu KCG Holdings LLC Sells 33835 Shares of Infosys Limited $INFY https://t.co/bLpyu4Yxjk,-0.071428571428572,0.142857142857143,2017-10-16,0
561,Https://t.co/c7sm5xkk9q infosys is trying to kill cfpb rule making it harder for kroger to return to sales growth https://t.co/xkphafj6h...,-0.1,0,2017-10-16,0
562,Awards at #Infosys-Inspire #Faculty Excellence #Awards https://t.co/NJIena6lL6,0,0,2017-10-16,0
563,#BPM Infosys Ltd ADR (INFY Analysts See $0.24 EPS; Hartford Investment &lt;b&gt;Management Co&lt;/b\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/BuEHXmMc5c,0,0,2017-10-16,0
564,@chrhenle: At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-16,2
565,Infosys treats its new recruits like fighter pilots.. read on this nice story.. https://t.co/W3TCmh4pRP,0.368181818181818,0.727272727272727,2017-10-16,0
566,@CNBCTV18Live @nimeshscnbc Btwwhat was Porinju investing in? InfosysWiproSun Pharma????,0,0,2017-10-16,0
567,Read how #ML can prevent a full-blown cyber attack #NationalCyberSecurityAwarenessMonth #InfosysInsights https://t.co/nS4bs8b5jv,0,0,2017-10-16,0
568,1296-bed working women hostel by Housing Board to come up near Infosys campus https://t.co/LOTZFK79aL,0.1,0.4,2017-10-16,0
569,@arunjaitley . I wrote 30+ emails to Dr.Vishal Ji -Infosys and quite few to TCS. Reported to ethics groups in US but no action/reply,-0.2,0.1,2017-10-16,0
570,@taskts: #TASK Registered Students at #Infosys Hyderabad Campus excited about insights on working in corporate organization!! https://t.\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1875,0.375,2017-10-16,1
571,Infosys   15;15 close 938.90 ... 14:15 https://t.co/T7L9NVeU58,0,0,2017-10-16,0
572,@PreetiSMenon @Georgekurian4K @NandanNilekani I am sure infosys is already thinking what else to dump on government\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jpSfqLqxdy,0.5,0.888888888888889,2017-10-16,0
573,I never thought I'll ever say this but im giving up on infosys,0,0,2017-10-16,0
574,Walk-in! International Voice Process Customer Service @ Infosys BPO\nInfosys BPO Ltd\n 0 - 2 yrs  Bengaluru(JP Nagar\nTime and Venue\n\n 18th O\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-16,0
575,#TASK Registered Students at #Infosys Hyderabad Campus excited about insights on working in corporate organization!! https://t.co/QNlq96x34q,0.1875,0.375,2017-10-16,1
576,About 83 faculty from TASK Registered Colleges attending the Orientation on Inspire Mentorship at Infosys today.|\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/NnHNjHUplr,0,0,2017-10-16,3
577,IT reboot: How Infosys TCS Wipro &amp; HCL are re-skilling employees to beat automation - https://t.co/U6R1j2d3wT,0,0,2017-10-16,0
578,#Itz_Me #infydiaries  #Infy_campus #Mysore #awesome_climate #infoscion @ Infosys Mysore Campus https://t.co/DiT7X5Lwdn,0,0,2017-10-16,0
579,infosys..experts are now recommending IT stocks .. i have been saying for more than a month ..buy infosys..now in very safe and strong hands,0.527777777777778,0.627777777777778,2017-10-16,0
580,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/97VP81JYfF,0,0,2017-10-16,2
581,@commutapp when can we expect a shuttle between LB nagar and Infosys SEZ campus ?,0,0,2017-10-16,0
582,Vishy Ramaswamy VP &amp; CTO \xc3\xa2\xe2\x82\xac\xe2\x80\x9c Communications Business Unit @Wipro @WiproDigital @TCS @Infosys @hcltech https://t.co/lBI7kCid5l,0,0,2017-10-16,0
583,. @Infosys Treats Its New #Recruits Like Fighter Pilots Learning To Cope In A Global Industry : https://t.co/UijqyCbfsb\n\n#Hiring #Skilling,0.068181818181818,0.227272727272727,2017-10-16,0
584,@ETBangalore: #Infosys has surrendered land to local civic body @ELCITA_IN to widen roads and improve junctions at the software hub on\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-16,3
585,@Infosys_BPO Quite an insight - this is the next wave indeed,0,0,2017-10-16,0
586,Nilekani puzzles over @Infosys @Edge_verve as two more software-infused execs exit. There is a simple answer! https://t.co/q1Ix7ZI0Vz,0.25,0.428571428571429,2017-10-16,0
587,@Infosys_BPO: Anantha R. CEO &amp; MD Infosys BPO on how #orgs can adapt survive &amp; thrive during ecosystem changes. https://t.co/PDkxDWoF\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-16,1
588,Partner Day kicks off #TriAcc to share exciting news w/ @Accenture @Capgemini @Infosys @Wipro + all who make @Tricentis a #testing leader.,0.3,0.8,2017-10-16,0
589,@Deishma: Infosys on Fire! CMP 938.90  CCI B + BO   'BUY' Intra Day Trade\nSL 931.90 TGT 948 / 953  11;35,0,0,2017-10-16,1
590,@Balaji_SAPSD: Vishal Sikka from Vadodara to become an executive board member of the 17-billion euro SAP has quit the global enterprise\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-07,2
591,@Finacle: Experience @Infosys Nia at @Finacle booth &amp; learn how your bank can capitalize on the true potential of #AI| #Sibos #Artificia\xc3\xa2\xe2\x82\xac\xc2\xa6,0.175,0.825,2017-10-17,3
592,@Finacle: Participate in our raffle &amp; stand a chance to win|\n\n@Infosys @Finacle at #Sibos booth J51\n\n#AI #blockhain #payments #DigitalBa\xc3\xa2\xe2\x82\xac\xc2\xa6,0.8,0.4,2017-10-17,3
593,Session: Automation in Lending starting now. Pls join! #sibos booth J51 @Infosys https://t.co/64EjhBcCJA,0,0.1,2017-10-17,0
594,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/3KYHSFJxzU,0,0,2017-10-17,0
595,@TVMohandasPai @CMofKarnataka Did you not hire non-kannadigas in Infosys? Why this nonsense,0,0,2017-10-17,0
596,@ericroux13: At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-17,2
597,@Infosys: As technology takes over repeatable tasks with #AI humans will transition into new consulting roles https://t.co/XX2cCSjVqr h\xc3\xa2\xe2\x82\xac\xc2\xa6,0.136363636363636,0.454545454545455,2017-10-17,9
598,@vinayjhawar @askGSTech Very good job.... Gstn has been failed in technical issues... Contract of Infosys should be\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/aDb3UgpLMV,0.136666666666667,0.393333333333333,2017-10-17,0
599,I just finished Course A - check it out! Thanks @infosys for supporting @codeorg https://t.co/rl5eDHTAiK https://t.co/lbMWw21KTi,0.225,0.225,2017-10-17,0
600,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/AO1BcJAai1,0,0,2017-10-17,0
601,@Infosys: Beyond cost savings #AI &amp; #Automation provides opportunities to deliver on human-centered design for #healthcare. https://t.c\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-17,4
602,Session Alert: Automation in Lending at 1:45 pm at Booth J51 @Infosys #sibos https://t.co/HADbtJEmSU,0,0,2017-10-17,0
603,@vinayjhawar: @narendramodi_in @askGST_GoI 3B is an extra return which we are filling because Govt  Bureaucrats and Infosys were not re\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0.1,2017-10-17,3
604,#oppose late fees #GSTN failed we r not opposing gst act but system is bad@askGSTech @narendramodi @PMOIndia @Infosys @adhia03 @FinMinIndia,-0.4,0.45,2017-10-17,0
605,@varinder_bansal: Infosys will announce results on October 24 around 3:45 p.m - 1st time will be reporting results post markets,0,0,2017-10-17,12
606,#oppose GST late fees #GSTN failed @Infosys @askGSTech,-0.4,0.45,2017-10-17,0
607,Infosys to announce Q2 results on Oct 24\n https://t.co/5kcITGiVi6,0,0,2017-10-17,0
608,WFG Advisors LP Acquires 4485 Shares of Infosys Limited $INFY https://t.co/8bKSiD1gJu,-0.071428571428572,0.142857142857143,2017-10-17,0
609,Join us for a session on Automation in Lending at 1:45 pm today. Booth #J51 @Infosys #sibos https://t.co/F0UvyzAxYB,0,0,2017-10-17,0
610,@ekta_batra: Infosys to announce post markets this Q! Wow maybe nothing...maybe something !,0.125,1,2017-10-17,6
611,India's leading companies including @Infosys @TataMotors @MahindraRise @DalmiaBharat + @Wipro are taking action\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/HdTC2mDZ9f,0,0,2017-10-17,1
612,@ggall4456: At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-17,2
613,@RiteshVerma1975: Infy if you have list of Resignations to be published on 24th Oct(Result Day publish now.. @Infosys @NandanNilekani\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-17,1
614,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/vY78V5jN1C,0,0,2017-10-17,0
615,@LabourMinistry it is your duty to enforce on corporate to provide holiday during Diwali - @TCS @Infosys @WindowsInd @Mindtree_Ltd,0,0,2017-10-17,0
616,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/rEp1ERX4Bd,0,0,2017-10-17,0
617,@InfosysEvents: Know how @PurposefulAI is blending human intelligence with #machinelearning to drive #innovation https://t.co/03SnRmSXgb\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0.1,2017-10-17,5
618,@ProcureConeu Infosys round table discussion on #Procurement Vision 2020 https://t.co/oRZkp2jAnV,-0.2,0.4,2017-10-17,0
619,Excited to be paof a nEw dream @YESBANK Can't thank enough Infosys &amp; Its leader's for relentless focus on excell\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/qrw5xBj7q0,0.170454545454545,0.568181818181818,2017-10-17,0
620,Infy if you have list of Resignations to be published on 24th Oct(Result Day publish now.. @Infosys @NandanNilekani @malinibhupta ...,0,0,2017-10-17,1
621,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/iWLBAcM7RR,0,0,2017-10-17,2
622,"""The softest pillow is a clear conscience."" Narayana Murthy Infosys founder #leadership https://t.co/Q3uWJ7P6gb",0.1,0.383333333333333,2017-10-17,0
623,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/pAaOJAIYW8,0.1,0.3,2017-10-17,0
624,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QR069hKZJP,0,0,2017-10-17,2
625,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/s6VhbndGUM,0.1,0.3,2017-10-17,0
626,Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/1Ojer8d2Mx,0.1,0.3,2017-10-17,0
627,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/EqnVieb7xz,0.1,0.3,2017-10-17,0
628,@Pappusharma2911: @ZeeBusiness i have 250 shares of  infosys on 950 . What should the target for long term?,-0.05,0.4,2017-10-17,1
629,@ZeeBusiness i have 250 shares of  infosys on 950 . What should the target for long term?,-0.05,0.4,2017-10-17,1
630,Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/gRK7NJMDNY,0.1,0.3,2017-10-17,0
631,Finacle: Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/LZx5Er52eA,0.8,0.4,2017-10-17,0
632,@atulajith: Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #block\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/hsrcKfjymA,0.8,0.4,2017-10-17,0
633,@TheHackettGroup: Congrats to @AimiaInc &amp; @Infosys for yr 2017 Aecus #Automation Award winning project \xc3\xa2\xe2\x82\xac\xe2\x80\x9c IT Service Monitoring\xc3\xa2\xe2\x82\xac\xc2\xa6 https://\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,0.75,2017-10-17,1
634,Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/6aLn1zYjbS,0.8,0.4,2017-10-17,0
635,Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/a8IjJKL8Xa,0.8,0.4,2017-10-17,0
636,Participate in our raffle &amp; stand a chance to win|\n\n@Infosys @Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/czDGMbp0d7,0.8,0.4,2017-10-17,3
637,Infosys Limited $INFY Receives Hold Rating from RobeW. Baird https://t.co/i4wjnNi3Pm,-0.071428571428572,0.142857142857143,2017-10-17,0
638,@GST_Council #infosys #adhar is a bad planning by #infosys and now #GST in india,-0.7,0.666666666666667,2017-10-17,0
639,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jS7mhHLI77,0,0,2017-10-17,0
640,#FinancialBuzz: \nInfosys to Announce Second Quarter Results on October 24 2017 \nhttps://t.co/XerMuCF9ws #Stocks #market #TCOT,0,0,2017-10-17,0
641,@arc_advisory: Infosys to Acquire Digital Innovation and Customer Experience Studio Brilliant Basics @Infosys https://t.co/zFo2vB1jbx,0.45,0.5,2017-10-17,2
642,Vishal Sikka\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s exit: In life as in comedy timing is everything https://t.co/SFmM1bWjDe,0,0,2017-10-17,0
643,Realigning Business Strategies: Vishal Sikka | #davos2017 (pls RT??? https://t.co/F85sEfkVjR #news #capitalview #environmen,0,0,2017-10-08,0
644,@Infosys: A digital D2B concept on the lines of a B2C engagement model helps CPG orgs unleash biz opportunities. https://t.co/YsGghLQ7\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-18,3
645,@atulmodani: @Swamy39 \n\n1380 Crores to @Infosys for 5 years of #GSTN\nWas it really worth it ?\n\nhttps://t.co/JKFaYHt20C\n\nWho to blame for\xc3\xa2\xe2\x82\xac\xc2\xa6,0.3,0.1,2017-10-18,5
