Sr_no,Oracle soluions coupled wih nex-gen ech fech s z resuls.,Senimen(polariy=0.0 sueciviy=0.0),2017-09-30,20,,,,,
371,100 llion aa says goode o elecom siness\nhps://.co/q28moakiCV,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
372, mumiheriage: 1927: JRD aa wih his 2000 cc Grand Prix gai a Speed rialsWorld Parade my. Clicked fases ime of day h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.125 sueciviy=0.6166666666666667),2017-10-12,53,,,,,
373,iel o acquire aa eleservices in a de-free cash-free deal hps://.co/jKYM1E5Rf,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
374, scene_sealer_: Happy hday??? \nS_w \n\n#?????? \n#???? \n#???????? hps://.co/KdhJx6Llw2,Senimen(polariy=0.8 sueciviy=1.0),2017-10-12,5361,,,,,
375,ill Chandrasekaran rewrie he 149yearold hisory of aa Group? hps://.co/x3pkMAkJpu via economicimes,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
376,ha sure appears o  a aa ?? hps://.co/xvseweM4Pw,Senimen(polariy=0.5 sueciviy=0.8888888888888888),2017-10-12,0,,,,,
377, S_rans: 171013 J-Hope\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s wee\n\n#HappyJiminDay #Forever_hind \ncause well  forever forever forever forever w...\n\nVideo: hps:/\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,258,,,,,
378,iel o acquire aa eleservices in a de-free cash-free deal\n hps://.co/uqRyAzFW4L,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
379,aa fuckign auced koya when he was asleep. also auced cooky and shooky when hey were on a vacaion\nrude,Senimen(polariy=-0.3 sueciviy=0.6),2017-10-12,0,,,,,
380,LINE_Camera omg hanks for he new sickers aa??,Senimen(polariy=0.16818181818181818 sueciviy=0.32727272727272727),2017-10-12,0,,,,,
381, looseol: 1. As a young 24 year old engineer wih aa Seel #DilliKahug sough a ransfer o social welfare dep.of company ?,Senimen(polariy=0.07777777777777778 sueciviy=0.22222222222222224),2017-10-12,7,,,,,
382,hai says we\xc3\xa2\xe2\x82\xac\xe2\x84\xa2ll have a  of aa #elecom #aiAiel #monhsck hps://.co/E4V3pGV3 hps://.co/d9IawUjZx,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
383, DilipGhoshP: Mamaa pushed ou aa facory 4m Singur sill People has go only Papers  no Land.\n\nWach&g; hps://.co/voUHNJ03hM\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=1.0),2017-10-12,15,,,,,
384, Iam_2: aaSky even afer elling ur cusomer execuive ha we don wan aa Sky Dance Sudio i is en acivaed. Dis is 3rd \xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,1,,,,,
385, liked a Youu video hps://.co/JK37EyWKSm Videne - Enrevisa Com Especialisa - a\xc3\x83\xc2\xa1 Werneck - Lady Nigh - Humor Mulishow,Senimen(polariy=0.6 sueciviy=0.8),2017-10-12,0,,,,,
386,aa represens aehyung so much his is so cue ?? hps://.co/o56OK7poem,Senimen(polariy=0.35 sueciviy=0.6),2017-10-12,0,,,,,
387,US IN: ai Aiel o y ou aa eleservices consumer moliy siness. aielindia aadocomo,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
388,ed nails ?,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
389,eace and love! ?\n# #Y&amp;F #friends #smile #live #love #peace hps://.co/IKF11M10Fi,Senimen(polariy=0.3903409090909091 sueciviy=0.44999999999999996),2017-10-12,0,,,,,
390, NDVProfi: ai Aiel o Acquire aas Money-Losing Mole Uni For Nohing\nhps://.co/4id2K7,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,8,,,,,
391,Sahik_143 You oo. aa. :)),Senimen(polariy=0.5 sueciviy=1.0),2017-10-12,0,,,,,
392,Markes Afer Hours: aa ele fires up on merger zz; meals dazzle - Economic\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/MmNmwpOe31 #marke,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
393,merson UPS was failing miseray in India   hey decided o use OVCD for proecion hps://.co/gyZR0Zuzf2 hps://.co/hSSfkvxNzV,Senimen(polariy=-1.0 sueciviy=1.0),2017-10-12,0,,,,,
394, himanaswa: aa/Unique cancer care grid likely o hv inv of Re 1400 cr &amp; proposed o  shared  aaruss &amp; sae; also leverag\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=1.0),2017-10-12,33,,,,,
395, aa_Crucie: Congraulaions o he Winners and Runners-Up of he aa Crucie Corporae Quiz Eas Zonal round.\nRegiser now - hps\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.1 sueciviy=0.2),2017-10-12,2,,,,,
396,hink I migh  Pao Escor his Halloween  imma need a cue Coloman girl o  aa you feel?,Senimen(polariy=0.5 sueciviy=1.0),2017-10-12,0,,,,,
397, RilwanLucas: Kill him hps://.co/6JxuYPug,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,1,,,,,
398, ajesh1980: Raan aa -Modi has il a vision of unified India &amp; ppl may disagree wih ha I hink h is wha India needs a\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,32,,,,,
399, chryzjohn_wis: FO_Show KraksV PASOR: If youre a lady and youre in his church oday and youre a virgin come ouside\n***ladie\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.05),2017-10-12,0,,,,,
400, looseol: 2. When ha reques was urned down  aa  he Young #DilliKahug resigned . From Jamshedpur he wen o Kolkaa ?,Senimen(polariy=-0.02777777777777779 sueciviy=0.34444444444444444),2017-10-12,6,,,,,
401,aa Group eyeing sake in NewAirIndia says chairman Chandrasekaran - domain-: hps://.co/00Me5ywF7O,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
402, iAsura_: ai Aiel acquires aas consumer mole siness! Good news!,Senimen(polariy=0.875 sueciviy=0.6000000000000001),2017-10-12,11,,,,,
403, IamPreshioloye: FO_Show KraksV When he whole squad is complaining of hunger and how oke hey are and youre joining hem  5k\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.2 sueciviy=0.4),2017-10-12,5,,,,,
404, _India: Chandrasekarans Second Surgical Srike: aa ele o merge wih ai Aiel hps://.co/EfgFos7W9R hps://.co/nHAIWkEWu,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,3,,,,,
405,rnesOSRS jordan_osrs FL_SAMM 3? o ur so delusional is unreal you killed 1 of my eam maes And ive killed\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/PAYcNwZKip,Senimen(polariy=-0.2 sueciviy=0.0),2017-10-12,0,,,,,
406," aaCompanies: N. Chandrasekaran: ""oday\s agreemen is he s and mos opimal soluion for he aa group &amp; is sakeholders."" hp\xc3\xa2\xe2\x82\xac\xc2\xa6",Senimen(polariy=0.75 sueciviy=0.4),2017-10-12,16,,,,,
407,rendingSAon3  why o you auHugh ...his cancer hing hou eish ge well aa,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
408,fer Hours: aa ele fires up on merger zz; Meals dazzle\nhps://.co/vgZYKgWvO\n\nhps://.co/9YqkajKC,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
409, aaCompanies: aa and ai o comne consumer elecom siness. hps://.co/MWD8NEjOIy,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,35,,,,,
410, elecomalk: #aa and ai AielIndia o Comne Consumer elecom siness. #elecom,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,12,,,,,
411, comedyandruh: HIS IS WHY WE HAVE O PROEC DOGS A ALL COS hps://.co/Hwux0QGg,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,41,,,,,
412, olusola__: Hey dear how au he power of posiive confessions? We shall  saisfied wih good  he fruis of our mouh..You are h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.47575757575757577 sueciviy=0.7151515151515152),2017-10-12,2,,,,,
413, fanaic_go7_: GO7 FIREWORK RACK FIRS HREE LINES. \n\n? ? ? = AH GA SE\n\nIM CRYING. PARK JINYOUNG WROE I. ???????\n\n#GO7 #YouAre #7\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.024999999999999994 sueciviy=0.4666666666666667),2017-10-12,160,,,,,
414,us he one new follower oday found welcome racked  hps://.co/wXVLFj2RUM,Senimen(polariy=0.4681818181818182 sueciviy=0.6772727272727272),2017-10-12,0,,,,,
415,his is where aa comes from hps://.co/wG1ZAXaw,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
416,? YASSS Is ime for a grea show noor a ?:??????? ? ???? \nhps://.co/0M8SaC79rH hps://.co/ZmiZMkuZHz,Senimen(polariy=0.8 sueciviy=0.75),2017-10-12,0,,,,,
417,? YASSS Is ime for a grea show Emy Islam:????? ??? ? \nhps://.co/ORDn9xS8Ms hps://.co/EVGrncWqXd,Senimen(polariy=0.8 sueciviy=0.75),2017-10-12,0,,,,,
418, agree hps://.co/zPvGmcYUwJ,Senimen(polariy=0.0 sueciviy=0.0),2017-10-12,0,,,,,
419, CMEManio: CME rade Summi on Nov 30 is your can-miss chance for siness-ready acics o grow your mfg operaion! hps://.co/Z\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,1,,,,,
420, dama_uk: o  in wih a chance of winning his gorgeous scarf simply follow &amp; ! Ends 20/10 12pm &amp;Cs: hps://.co/wlVKZEslAk #win\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.39999999999999997 sueciviy=0.669047619047619),2017-10-13,258,,,,,
421, YGredegarCS: Reminder Year 10 GCSE English Oracy Exams ake place nex week (19h 20h and 23rd of Oc) #pride,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,1,,,,,
422,ps://.co/7FQK656 sudhrocks check his,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
423,ONEX PLEASEEE ? hps://.co/H9R7Arwwly,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
424,xc3\xa2\xe2\x82\xac\xc5\x93No maer how all he wall is our people will find a way o ge over i.\xc3\xa2\xe2\x82\xac\xef\x86\x9d HYAdames #LC2017 hps://.co/5OkHESRz,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,1,,,,,
425,AmiShah arunjailey Good news a leas  amni earning profi of over 4000cr.cs also more han 1llionso oher g housesCR o Gov,Senimen(polariy=0.15499999999999997 sueciviy=0.395),2017-10-13,0,,,,,
426,us like my Ex. hps://.co/sD5F9U,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
427,he #Io is wide open. h large and small orgs can nefi  you have o do your homework. hps://.co/SxgPhGe3f,Senimen(polariy=-0.03392857142857143 sueciviy=0.43214285714285716),2017-10-13,0,,,,,
428,discoveryed expe dacia92 explains differen applicaions of compuaional hinking in Dallas #IgnieMyFuure\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/xo4Yrr,Senimen(polariy=0.0 sueciviy=0.6),2017-10-13,1,,,,,
429,MaKleinDrums No rue. I hink is user error ?,Senimen(polariy=-0.175 sueciviy=0.65),2017-10-13,0,,,,,
430, girlalkmags: isjojosiwa AamsChronicle 2/2 3 winners will  picked randomly from all enries. Compeiion closes a 23:59 on 16/1\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.5 sueciviy=0.5),2017-10-13,5,,,,,
431, enered for a chance o win 100K miles from Alaska Airlines Go Anywhere Sweeps. NPN CA Only 18+ Ends12/31/17 Cs: hps://.co/EVVr7iCK6G,Senimen(polariy=0.4 sueciviy=0.7),2017-10-13,0,,,,,
432,ur s_galls alks au changing he landscape of #CS educaion a our Day of Discovery in Dallas #IgnieMyFuure\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ccZ2nJf,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,2,,,,,
433, offeo: We\xc3\xa2\xe2\x82\xac\xe2\x84\xa2re looking forward o visiing w/ OISEUof chr candidaes. Cs: rememr 2 visi hps://.co/nazGLQijmD for helpful resou\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,1,,,,,
434, AurnSwimDive: S&amp;D opens season wih wo day doue dual mee hps://.co/0kkyKX7zhw,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,9,,,,,
435,dama_uk o  in wih a chance of winning his gorgeous scarf simply follow &amp; ! Ends 20/10 12pm &amp;Cs:\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/DUMwhFgKf5,Senimen(polariy=0.39999999999999997 sueciviy=0.669047619047619),2017-10-13,0,,,,,
436,C\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s LPs hps://.co/msEp05V8u hps://.co/Z8cnCH9Ax,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
437,rranch valley0fwolves wier is no a governmen service. Eiher you adhere o he prescrid Cs or you don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 use i. Simples!,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
438,NYChavez dispelling myhs of immigraion. #LC2017 #FacsMaer hps://.co/hIAJ8UxdR1,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,1,,,,,
439,he worlds firs camera ook eigh hours o snap a phoo. #echFac hps://.co/yRiV3F8yaJ,Senimen(polariy=0.25 sueciviy=0.3333333333333333),2017-10-13,1,,,,,
440,SamirGahlau mediacrooks narendramodi So here is no plan  Muhy whose plan A was o  presiden of India ma\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/zCU845waqG,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
441,y 2020 financial secor will  saring a 300 Mn+ pages of regulaions. Luckily #AI is simplifying #Regech\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/oA5NOQ0xjp,Senimen(polariy=0.16666666666666666 sueciviy=0.4166666666666667),2017-10-13,3,,,,,
442, SaiGopal_P: Almos 50 days ha NandanNilekani  ook over as Chairman. Has he Panaya repo en made puic?  #JusChecking hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.06666666666666667),2017-10-13,2,,,,,
443,rajamaiya will  a #Sis o share his views on how #nks are innovaing. Mee him a oh J51.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/P8qHnOKG4W,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
444,lmos 50 days ha NandanNilekani  ook over as Chairman. Has he Panaya repo en made puic?  #JusChecking hps://.co/2s46HKWLnb,Senimen(polariy=0.0 sueciviy=0.06666666666666667),2017-10-13,2,,,,,
445,hwees Congress did nohing in 60 Years?V were living in sone-age unil messiah of developmen Shri\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/Na5ZKMJgrS,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
446,CGDev NandanNilekani paulmromer AlanHGelWorldnk OmidyarNework gaesfoundaion NandanNilekani  Please l\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/GR90AqpgsQ,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
447,rom Service Provider o siness Paner Premium Conen hps://.co/cDZrjaimrJ,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
448,rom Service Provider o siness Paner Premium Conen hps://.co/36FyqRwyWK,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
449,ur real ss sopped  oday o check how he work process is going in he office.  hps://.co/0nVzLA hps://.co/ed1plKKmCM,Senimen(polariy=0.2 sueciviy=0.30000000000000004),2017-10-13,0,,,,,
450,e can wai o  a he iish Accounancy Awards his evening! #Accouning #Ousourcing,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
451,jamewils Advaidism All respec for NandanNilekani also gone for playing o El Supremo unes for ead crum. Gu\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/C3OdDf,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
452, remoeOfficeco: Redefine concep of #coworking model wih Kafnu hps://.co/168ui4OdN,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,1,,,,,
453,edefine concep of #coworking model wih Kafnu hps://.co/168ui4OdN,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,1,,,,,
454, aeaekarmy: Please do no le his happen again. Should\xc3\xa2\xe2\x82\xac\xe2\x84\xa2ve en a leas hankful ha Jimin was doing a live. hps://.co/jhkdVfF5I,Senimen(polariy=-0.08181818181818182 sueciviy=0.45),2017-10-13,16,,,,,
455, aekookmomens: aa and cooky are inseparae hps://.co/3u9VKCx,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,231,,,,,
456,iophone impac:-Aiel o y he Consumer Mole siness of aa ele services \n\nhps://.co/yczyDH7MMP,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
457,fer Hasy aa Exi From elecom Anil Amni\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s RCom Has No rgaining Power Lef hps://.co/MRWuN0yusN,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
458, jgopikrishnan70: All Nira Radias effos gone wase in aas elecom secor...founainhead of 2G Scam saed from here hps://.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.2 sueciviy=0.0),2017-10-13,187,,,,,
459,ennon &amp; mccaney hps://.co/3Lnn86LY7u,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
460, SwarajyaMag: Caugh ween a rock and a hard place Anil Amni has no high cards lef o play.\n\nhps://.co/0cQe0YKN2D,Senimen(polariy=-0.1238888888888889 sueciviy=0.3605555555555555),2017-10-13,3,,,,,
461,iel agreed o merge aa Group\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s sruggling mole services siness wih iself. hps://.co/eew1XMHAQ6 via oomrgQuin,Senimen(polariy=0.0 sueciviy=0.0),2017-10-13,0,,,,,
462,Longshoe DiySouhSoc aa will no  considered o #USMN cause he didn\xc3\x82\xc2\x win anyhing unil oday If he wins MLS Cup: anoher sory,Senimen(polariy=0.55 sueciviy=0.30000000000000004),2017-10-13,0,,,,,
463,sgevans open o inging in an inernaional manager and I would include names like elsa Miguel Herrera aa Maino.,Senimen(polariy=0.0 sueciviy=0.25),2017-10-13,0,,,,,
464,EricWynalda so who\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s aking charge of he USMN? carleo? aa? elsa? I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2d love o see elsa here man,Senimen(polariy=0.5 sueciviy=0.6),2017-10-13,0,,,,,
465, aeaekarmy: Jimin\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s live jus finished  I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m kind of disappoined how some of you guys were asking where Jungkook was a. ? No resp\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.0045454545454545565 sueciviy=0.7166666666666667),2017-10-13,52,,,,,
466, EPOSeu: Geomagneic Oervaions an impoan ick for undersanding Plane Eah inegraed in #EPOS framework hps://.co/PsnF4DV\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.4 sueciviy=1.0),2017-10-15,3,,,,,
467," schumoo: ""Cs don\ ask you o ake ou he rash"" I muer o myself as I ake ou he rash.",Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,59,,,,,
468,ow do we suppo Canadian SMEs? Say uned during c_ca Small siness Week. #S2017 hps://.co/FjNkJvn3v,Senimen(polariy=-0.25 sueciviy=0.4),2017-10-15,2,,,,,
469,hen he inerne is down no proem-grea acive learning in mah class! DavidsonRvrSch #schoolofoppouniies\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/eOmqseoF2z,Senimen(polariy=-0.16111111111111112 sueciviy=0.4444444444444444),2017-10-15,0,,,,,
470, JaipurPanhers: Hurry cones ends 12h Oc 9 pm. Don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 forge o use #SpohePanher in your commens. Read he &amp;Cs here - hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,4,,,,,
471, WAFinalsSG: Hey #WAFinalsFans! We have a fun cones for you from now ill 29 Ocor 2017!\n\nMore informaion: hps://.co/EyXNHZ9dxc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.4375 sueciviy=0.35),2017-10-15,5,,,,,
472,nd medical marijuana is a proem?  hps://.co/5vQJP,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,2,,,,,
473,Narendermodi_PM narendramodi My mono 7276453895 I am p pay memr pl resolve my pf wihdraw amoun issue my\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/lnulY5zivs,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
474,weerweaher A leas in he Cariean i only spis ou relaively weak voices... in his case hey deepen (o\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/wD4DcxM2ML,Senimen(polariy=-0.225 sueciviy=0.6749999999999999),2017-10-15,0,,,,,
475,anasic effo guys and congraulaions. Wolverines rock !!! #Parkinsons awareness #Srongeogeher.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/lfVvu3Jxau,Senimen(polariy=0.78125 sueciviy=0.9),2017-10-15,0,,,,,
476,lan and rack oucomes of cash recovery iniiaives wih #collecion #analyics hps://.co/0p5Fykn8xz hps://.co/eJNsj9jLW,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
477, pinofgravy: Heres an aicle I wroe on gun conrol in he US! U can read i! Wha an OPPOUNIY hps://.co/N4lOqEl,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,1,,,,,
478,Heres an aicle I wroe on gun conrol in he US! U can read i! Wha an OPPOUNIY hps://.co/N4lOqEl,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,1,,,,,
479,ongraulaions o our D.E.A.R compeiion winners: LauraEoin&amp;Kaelyn! #JamesJoyceAnagram #okQuiz #PoserComp\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/C4sP6q7P,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
480,nfoSys 2019 in May hps://.co/APRUovcgpm,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
481, cloud-naive microservices sed #ecommerce plaform enaes you o say ahead of he compeiion &amp; cusomer need\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/JrJOvNnU,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,1,,,,,
482,Heres how CloudNaiveFdn can enae wider and faser adopion of he #cloud for your enerprise seamlessly\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/3EsjXVwEhW,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,3,,,,,
483,radHin ragnyaawani ahindu_ Vidhuvyala + in winning fair es has oo d for him. Meric is he same whe\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/x027Aik0,Senimen(polariy=0.12500000000000003 sueciviy=0.6104166666666666),2017-10-15,0,,,,,
484,achinmaheshvri iamvir1 sen_sindh Ish_andari narendramodi his is one of he reasons why governmen is exemp\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/vPkjmOfXgW,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
485,he firs poining device (mouse) was called he X-Y Posiion Indicaor for Display Sysems (referring of course \xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/OFqxG1sdjA,Senimen(polariy=0.25 sueciviy=0.3333333333333333),2017-10-15,0,,,,,
486,s llie Jean King said Pressure is a Privilege hps://.co/pLcDN0u7iD,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
487,livemin Ask ICAI ICSI and ICMAI o se up GS faciliaion cener wih he help of heir Semi and qualified sude\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/91jn5eN0jO,Senimen(polariy=-0.1 sueciviy=0.1),2017-10-15,0,,,,,
488, RenukaJain6: hps://.co/cKCZzo8Muh.   we are worried au perol prices &amp; GS compliance. Swamy39,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,36,,,,,
489,ics: Shah Rukh Khan hoss pre-Diwali pay a Manna for own friends - hps://.co/LMhSWNhmCe acor called ove\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/lXzMUW,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
490,nroducion o SAP HANA  Dr. Vishal\xc3\x82\xc2\xa0Sikka hps://.co/f6LlPk4w,Senimen(polariy=0.0 sueciviy=0.0),2017-10-14,0,,,,,
491, mumiheriage: oday in 1932: JRD aa prepares o ake off from Karachi on his inaugural fligh carrying cargo of mail o Juhu mxc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,108,,,,,
492, Ramankaur925: \xc3\xa2\xe2\x82\xac\xc5\x93You\xc3\xa2\xe2\x82\xac\xe2\x84\xa2re 18 your parens can\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 ell you wha o do anymore\xc3\xa2\xe2\x82\xac\xef\x86\x9d \n\nfirs of all I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m no whie,Senimen(polariy=0.125 sueciviy=0.16666666666666666),2017-10-15,20463,,,,,
493, snowrryae: \xc3\xa2\xe2\x82\xac\xc5\x93i pay aenion o you\xc3\xa2\xe2\x82\xac\xef\x86\x9d\ni love roommaes hps://.co/6VXAXWFNOj,Senimen(polariy=0.5 sueciviy=0.6),2017-10-15,1332,,,,,
494,poonam_216 rohans1058 sudhirsj10 pail_pri RujuRockks arak4friends viniajadhav25 Dear Poonam  \nhanks for\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/arE4uMxmd,Senimen(polariy=0.2 sueciviy=0.2),2017-10-15,0,,,,,
495, look-- aa was rn even fore we all knew he was; heyve en giving hins since fore\n\n*rehinks life dec\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/HyYUqrI,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
496,look_dandy Dear Maisha \nhanks for sharing your #makingGoodhappen momen. Say uned &amp; ge your loved ones o par\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/2UACh36FKO,Senimen(polariy=0.44999999999999996 sueciviy=0.5),2017-10-15,0,,,,,
497," Swamy39: Checking a news ha Roen aa ually ""raped"" a juvenile in yr 2000+_.y filed complain wih Rashrapai who sen i NHR\xc3\xa2\xe2\x82\xac\xc2\xa6",Senimen(polariy=-0.47500000000000003 sueciviy=0.48333333333333334),2017-10-15,875,,,,,
498,lyndalexie his explains he ears i have en shedding hanxx,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
499, FelloWya: REEEEEEEEEEEEEEEEEEEEEEEEEEEEEwee his,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,5128,,,,,
500,hcdhamu Dear Harish \nhanks for sharing your #makingGoodhappen momen. Say uned &amp; ge your loved ones o paic\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/WCF6rJ2Qdf,Senimen(polariy=0.44999999999999996 sueciviy=0.5),2017-10-15,0,,,,,
