Sr No,Tweets,Retweet_Count,Sentiment_Polarity,Subjectivity
536,Meeting #638 #DanceBeats\n17th October'17 #Infosys #Bangalore\n#Toastmasters #Leaders #WhereLeadersAreMade\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/eXt2BAWpLX,1,0,0
537,@Finacle: Catch our demo on #Blockchain based solutions for payments smacontracts secure documents &amp; #TradeFinance| @Infosys @Finac\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0.307142857142857,0.621428571428571
538,India's leading companies including @Infosys @TataMotors @MahindraRise @DalmiaBharat + @Wipro are taking action\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/sGvu9euD0V,0,0,0
539,Martin Currie LTD Has Boosted Its Stake in Infosys LTD $INFY by $490500 as Shares Rose ...,0,0.6,0.95
540,@Abhijith_KD: Busy stato @Infosys @Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the flavours of the day http\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0.1,0.3
541,Finacle: Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/7BAsNB8f1V,0,0.1,0.3
542,Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the fl\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/yC4HxgmBN2,0,0.1,0.3
543,Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the fl\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/5K0fS9Isf0,0,0.1,0.3
544,Infosys Limited $INFY Stock Rating Reaffirmed by Cowen and Company https://t.co/0wUvXUl63Z,0,-0.071428571428572,0.142857142857143
545,Finacle: Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/2vqOSFVhBh,0,0.1,0.3
546,Finacle: Abhijith_KD: Busy stato Infosys Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking a\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/i5bbc7n7TD,0,0.1,0.3
547,Infosys Limited $INFY Stock Rating Reaffirmed by Cowen and Company https://t.co/lGDPKtWACR,0,-0.071428571428572,0.142857142857143
548,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QjUIcIABTM,0,0,0
549,Busy stato @Infosys @Finacle day 1 at #Sibos 2017. #Blockchain and #AI powered banking are the flavours of the d\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/i5bbc7n7TD,2,0.1,0.3
550,Infosys Limited $INFY Stock Rating Reaffirmed by Cowen and Company https://t.co/zVsQjOLmGU,0,-0.071428571428572,0.142857142857143
551,@taskts: About 83 faculty from TASK Registered Colleges attending the Orientation on Inspire Mentorship at Infosys today.|#TASK https://\xc3\xa2\xe2\x82\xac\xc2\xa6,3,0,0
552,EAI_Infosys you're a rock star! Thanks for the follow. Be sure to bookmark the blog: https://t.co/EMax0BaK1w!,0,0.4125,0.544444444444444
553,@pandeymp: @TrafficPUNE @AnilShiroleBJP @Hinjewadi \nGreat work Pune traffic police at Wipro circle hinjewadi. Started from infosys gate\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0.8,0.75
554,Infosys Limited Adr $INFY Market Value Rose While Somerset Capital Management Llp Has Decreased Stake by $7...,0,0.042857142857143,0.597619047619048
555,@reis_infosys: Contact Reis Information Systems to learn more about our Infrastructure Services such as secure web hosting and... https\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0.3,0.533333333333333
556,@TrafficPUNE @AnilShiroleBJP @Hinjewadi 2/2 traffic cop let pH 3 traffic to go for 20 min and Infosys traffic for 5\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/vLOc7M53ft,0,0,0
557,@CiscoEvents: @Cisco @ACI Worldwide @DBS Bank &amp; @Infosys discuss where #FinTech will take us in 3-5 yrs. Oct 24 12pm #Money2020 https\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0,0
558,@TheRaymondLtd ordered shirts from urban kiosk at Infosys pune. Money taken. No news of shirts. No response from Satish or Rahul in Pune.,0,0,0
559,@SinghaniaGautam ordered shirts from Raymond kiosk at Infosys pune. Money taken. No news of shirts. No response from Satish or Rahul,0,0,0
560,Virtu KCG Holdings LLC Sells 33835 Shares of Infosys Limited $INFY https://t.co/bLpyu4Yxjk,0,-0.071428571428572,0.142857142857143
561,Https://t.co/c7sm5xkk9q infosys is trying to kill cfpb rule making it harder for kroger to return to sales growth https://t.co/xkphafj6h...,0,-0.1,0
562,Awards at #Infosys-Inspire #Faculty Excellence #Awards https://t.co/NJIena6lL6,0,0,0
563,#BPM Infosys Ltd ADR (INFY Analysts See $0.24 EPS; Hartford Investment &lt;b&gt;Management Co&lt;/b\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/BuEHXmMc5c,0,0,0
564,@chrhenle: At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0,0
565,Infosys treats its new recruits like fighter pilots.. read on this nice story.. https://t.co/W3TCmh4pRP,0,0.368181818181818,0.727272727272727
566,@CNBCTV18Live @nimeshscnbc Btwwhat was Porinju investing in? InfosysWiproSun Pharma????,0,0,0
567,Read how #ML can prevent a full-blown cyber attack #NationalCyberSecurityAwarenessMonth #InfosysInsights https://t.co/nS4bs8b5jv,0,0,0
568,1296-bed working women hostel by Housing Board to come up near Infosys campus https://t.co/LOTZFK79aL,0,0.1,0.4
569,@arunjaitley . I wrote 30+ emails to Dr.Vishal Ji -Infosys and quite few to TCS. Reported to ethics groups in US but no action/reply,0,-0.2,0.1
570,@taskts: #TASK Registered Students at #Infosys Hyderabad Campus excited about insights on working in corporate organization!! https://t.\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0.1875,0.375
571,Infosys   15;15 close 938.90 ... 14:15 https://t.co/T7L9NVeU58,0,0,0
572,@PreetiSMenon @Georgekurian4K @NandanNilekani I am sure infosys is already thinking what else to dump on government\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jpSfqLqxdy,0,0.5,0.888888888888889
573,I never thought I'll ever say this but im giving up on infosys,0,0,0
574,Walk-in! International Voice Process Customer Service @ Infosys BPO\nInfosys BPO Ltd\n 0 - 2 yrs  Bengaluru(JP Nagar\nTime and Venue\n\n 18th O\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,0
575,#TASK Registered Students at #Infosys Hyderabad Campus excited about insights on working in corporate organization!! https://t.co/QNlq96x34q,1,0.1875,0.375
576,About 83 faculty from TASK Registered Colleges attending the Orientation on Inspire Mentorship at Infosys today.|\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/NnHNjHUplr,3,0,0
577,IT reboot: How Infosys TCS Wipro &amp; HCL are re-skilling employees to beat automation - https://t.co/U6R1j2d3wT,0,0,0
578,#Itz_Me #infydiaries  #Infy_campus #Mysore #awesome_climate #infoscion @ Infosys Mysore Campus https://t.co/DiT7X5Lwdn,0,0,0
579,infosys..experts are now recommending IT stocks .. i have been saying for more than a month ..buy infosys..now in very safe and strong hands,0,0.527777777777778,0.627777777777778
580,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/97VP81JYfF,2,0,0
581,@commutapp when can we expect a shuttle between LB nagar and Infosys SEZ campus ?,0,0,0
582,Vishy Ramaswamy VP &amp; CTO \xc3\xa2\xe2\x82\xac\xe2\x80\x9c Communications Business Unit @Wipro @WiproDigital @TCS @Infosys @hcltech https://t.co/lBI7kCid5l,0,0,0
583,. @Infosys Treats Its New #Recruits Like Fighter Pilots Learning To Cope In A Global Industry : https://t.co/UijqyCbfsb\n\n#Hiring #Skilling,0,0.068181818181818,0.227272727272727
584,@ETBangalore: #Infosys has surrendered land to local civic body @ELCITA_IN to widen roads and improve junctions at the software hub on\xc3\xa2\xe2\x82\xac\xc2\xa6,3,0,0
585,@Infosys_BPO Quite an insight - this is the next wave indeed,0,0,0
586,Nilekani puzzles over @Infosys @Edge_verve as two more software-infused execs exit. There is a simple answer! https://t.co/q1Ix7ZI0Vz,0,0.25,0.428571428571429
587,@Infosys_BPO: Anantha R. CEO &amp; MD Infosys BPO on how #orgs can adapt survive &amp; thrive during ecosystem changes. https://t.co/PDkxDWoF\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0,0
588,Partner Day kicks off #TriAcc to share exciting news w/ @Accenture @Capgemini @Infosys @Wipro + all who make @Tricentis a #testing leader.,0,0.3,0.8
589,@Deishma: Infosys on Fire! CMP 938.90  CCI B + BO   'BUY' Intra Day Trade\nSL 931.90 TGT 948 / 953  11;35,1,0,0
590,@Balaji_SAPSD: Vishal Sikka from Vadodara to become an executive board member of the 17-billion euro SAP has quit the global enterprise\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0,0
591,@Finacle: Experience @Infosys Nia at @Finacle booth &amp; learn how your bank can capitalize on the true potential of #AI| #Sibos #Artificia\xc3\xa2\xe2\x82\xac\xc2\xa6,3,0.175,0.825
592,@Finacle: Participate in our raffle &amp; stand a chance to win|\n\n@Infosys @Finacle at #Sibos booth J51\n\n#AI #blockhain #payments #DigitalBa\xc3\xa2\xe2\x82\xac\xc2\xa6,3,0.8,0.4
593,Session: Automation in Lending starting now. Pls join! #sibos booth J51 @Infosys https://t.co/64EjhBcCJA,0,0,0.1
594,@ranganathmd of @Infosys tells #EYReporting what it takes to be a CFO in the digital age. https://t.co/3KYHSFJxzU,0,0,0
595,@TVMohandasPai @CMofKarnataka Did you not hire non-kannadigas in Infosys? Why this nonsense,0,0,0
596,@ericroux13: At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0,0
597,@Infosys: As technology takes over repeatable tasks with #AI humans will transition into new consulting roles https://t.co/XX2cCSjVqr h\xc3\xa2\xe2\x82\xac\xc2\xa6,9,0.136363636363636,0.454545454545455
598,@vinayjhawar @askGSTech Very good job.... Gstn has been failed in technical issues... Contract of Infosys should be\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/aDb3UgpLMV,0,0.136666666666667,0.393333333333333
599,I just finished Course A - check it out! Thanks @infosys for supporting @codeorg https://t.co/rl5eDHTAiK https://t.co/lbMWw21KTi,0,0.225,0.225
600,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/AO1BcJAai1,0,0,0
601,@Infosys: Beyond cost savings #AI &amp; #Automation provides opportunities to deliver on human-centered design for #healthcare. https://t.c\xc3\xa2\xe2\x82\xac\xc2\xa6,4,0,0
602,Session Alert: Automation in Lending at 1:45 pm at Booth J51 @Infosys #sibos https://t.co/HADbtJEmSU,0,0,0
603,@vinayjhawar: @narendramodi_in @askGST_GoI 3B is an extra return which we are filling because Govt  Bureaucrats and Infosys were not re\xc3\xa2\xe2\x82\xac\xc2\xa6,3,0,0.1
604,#oppose late fees #GSTN failed we r not opposing gst act but system is bad@askGSTech @narendramodi @PMOIndia @Infosys @adhia03 @FinMinIndia,0,-0.4,0.45
605,@varinder_bansal: Infosys will announce results on October 24 around 3:45 p.m - 1st time will be reporting results post markets,12,0,0
606,#oppose GST late fees #GSTN failed @Infosys @askGSTech,0,-0.4,0.45
607,Infosys to announce Q2 results on Oct 24\n https://t.co/5kcITGiVi6,0,0,0
608,WFG Advisors LP Acquires 4485 Shares of Infosys Limited $INFY https://t.co/8bKSiD1gJu,0,-0.071428571428572,0.142857142857143
609,Join us for a session on Automation in Lending at 1:45 pm today. Booth #J51 @Infosys #sibos https://t.co/F0UvyzAxYB,0,0,0
610,@ekta_batra: Infosys to announce post markets this Q! Wow maybe nothing...maybe something !,6,0.125,1
611,India's leading companies including @Infosys @TataMotors @MahindraRise @DalmiaBharat + @Wipro are taking action\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/HdTC2mDZ9f,1,0,0
612,@ggall4456: At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs. https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0,0
613,@RiteshVerma1975: Infy if you have list of Resignations to be published on 24th Oct(Result Day publish now.. @Infosys @NandanNilekani\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0,0
614,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/vY78V5jN1C,0,0,0
615,@LabourMinistry it is your duty to enforce on corporate to provide holiday during Diwali - @TCS @Infosys @WindowsInd @Mindtree_Ltd,0,0,0
616,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/rEp1ERX4Bd,0,0,0
617,@InfosysEvents: Know how @PurposefulAI is blending human intelligence with #machinelearning to drive #innovation https://t.co/03SnRmSXgb\xc3\xa2\xe2\x82\xac\xc2\xa6,5,0,0.1
618,@ProcureConeu Infosys round table discussion on #Procurement Vision 2020 https://t.co/oRZkp2jAnV,0,-0.2,0.4
619,Excited to be paof a nEw dream @YESBANK Can't thank enough Infosys &amp; Its leader's for relentless focus on excell\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/qrw5xBj7q0,0,0.170454545454545,0.568181818181818
620,Infy if you have list of Resignations to be published on 24th Oct(Result Day publish now.. @Infosys @NandanNilekani @malinibhupta ...,1,0,0
621,At #Money2020 @CiscoFSI @ACI Worldwide @DBS Bank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/iWLBAcM7RR,2,0,0
622,"""The softest pillow is a clear conscience."" Narayana Murthy Infosys founder #leadership https://t.co/Q3uWJ7P6gb",0,0.1,0.383333333333333
623,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/pAaOJAIYW8,0,0.1,0.3
624,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QR069hKZJP,2,0,0
625,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/s6VhbndGUM,0,0.1,0.3
626,Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/1Ojer8d2Mx,0,0.1,0.3
627,Finacle: Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/EqnVieb7xz,0,0.1,0.3
628,@Pappusharma2911: @ZeeBusiness i have 250 shares of  infosys on 950 . What should the target for long term?,1,-0.05,0.4
629,@ZeeBusiness i have 250 shares of  infosys on 950 . What should the target for long term?,1,-0.05,0.4
630,Abhijith_KD: Busy day at the Infosys Finacle Stand 51 at #Sibos 2017 #Toronto https://t.co/gRK7NJMDNY,0,0.1,0.3
631,Finacle: Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/LZx5Er52eA,0,0.8,0.4
632,@atulajith: Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #block\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/hsrcKfjymA,0,0.8,0.4
633,@TheHackettGroup: Congrats to @AimiaInc &amp; @Infosys for yr 2017 Aecus #Automation Award winning project \xc3\xa2\xe2\x82\xac\xe2\x80\x9c IT Service Monitoring\xc3\xa2\xe2\x82\xac\xc2\xa6 https://\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0.5,0.75
634,Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/6aLn1zYjbS,0,0.8,0.4
635,Participate in our raffle &amp; stand a chance to win|\n\nInfosys Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/a8IjJKL8Xa,0,0.8,0.4
636,Participate in our raffle &amp; stand a chance to win|\n\n@Infosys @Finacle at #Sibos booth J51\n\n#AI #blockhain #payments\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/czDGMbp0d7,3,0.8,0.4
637,Infosys Limited $INFY Receives Hold Rating from RobeW. Baird https://t.co/i4wjnNi3Pm,0,-0.071428571428572,0.142857142857143
638,@GST_Council #infosys #adhar is a bad planning by #infosys and now #GST in india,0,-0.7,0.666666666666667
639,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jS7mhHLI77,0,0,0
640,#FinancialBuzz: \nInfosys to Announce Second Quarter Results on October 24 2017 \nhttps://t.co/XerMuCF9ws #Stocks #market #TCOT,0,0,0
641,@arc_advisory: Infosys to Acquire Digital Innovation and Customer Experience Studio Brilliant Basics @Infosys https://t.co/zFo2vB1jbx,2,0.45,0.5
642,Vishal Sikka\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s exit: In life as in comedy timing is everything https://t.co/SFmM1bWjDe,0,0,0
643,Realigning Business Strategies: Vishal Sikka | #davos2017 (pls RT??? https://t.co/F85sEfkVjR #news #capitalview #environmen,0,0,0
644,@Infosys: A digital D2B concept on the lines of a B2C engagement model helps CPG orgs unleash biz opportunities. https://t.co/YsGghLQ7\xc3\xa2\xe2\x82\xac\xc2\xa6,3,0,0
645,@atulmodani: @Swamy39 \n\n1380 Crores to @Infosys for 5 years of #GSTN\nWas it really worth it ?\n\nhttps://t.co/JKFaYHt20C\n\nWho to blame for\xc3\xa2\xe2\x82\xac\xc2\xa6,5,0.3,0.1
646,@shinils: #Infosys gets a month to fix #GSTN glitches\nhttps://t.co/Tss0qBxAIS\n#GST #GSTNfailed #India #TaxReform #Business #Tech #News,1,0,0
647,@MOHITJAIN16: @narendramodi 3B is an extra return which we r filling because GovtBureaucrats and Infosys were not ready then why should\xc3\xa2\xe2\x82\xac\xc2\xa6,5,-0.05,0.3
648,@ATPWorldTour: .@RafaelNadal is the only Top 100 player who does this... @Infosys #ATP Beyond The Numbers explains: https://t.co/bR3gTl0\xc3\xa2\xe2\x82\xac\xc2\xa6,73,0.25,0.75
649,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Xj2s1n7pV0,0,0,0
650,@narendramodi Dear sir our criticism is not for GST it is for GST software development and implementation @askGSTech @Infosys @GST_Council,0,0,0
651,@AxatP @narendramodi_in @askGST_GoI @GSTN_IT @Infosys \nFurnish can be used when you are appearing before quasi judicial authority.,0,0,0
652,@ATPWorldTour @Infosys @RafaelNadal N.  nno   me.        N.  But.    Mt.  N.    I'm Nnnnn n,0,0,0
653,@ATPWorldTour @RafaelNadal @Infosys His ritual before a serve??,0,0,0
654,@1964GANDHI @narendramodi_in @askGST_GoI Sir Actually @GSTN_IT goes behind word \xc3\xa2\xe2\x82\xac\xc5\x93Furnish\xc3\xa2\xe2\x82\xac\xef\x86\x9d because @Infosys is not Law Firm.,0,-0.2,0.4
655,@InfosysCareers: We're at @IUBloomington today looking for great #tech talent to #joinus. #InfosysOnCampus #jobs https://t.co/tvN5Ly3Pe\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0.8,0.75
656,@ATPWorldTour @RafaelNadal @Infosys Brilliant perseverance and mental strength portrayed. Love you Rafa!,0,0.475,0.6
657,@SHALAKHANDI @PMOIndia @askGST_GoI   firstly @Infosys do the same thing with MCA and now with GSTN no accountability fixed by @FinMinIndia,0,0.116666666666667,0.219444444444444
658,@SHALAKHANDI @PMOIndia @askGSTech it is old practice of @Infosys  firstly not to provide the proper system and aft\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/DUE1WiEHlb,0,-0.008333333333333,0.211111111111111
659,@InfyTM: #Infosys #Toastmasters #Bangalore promotional video #PR #Leaders #PublicSpeaking #WhereLeadersAreMade https://t.co/WAKijEAVkq v\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0,0
660,@ATPWorldTour @RafaelNadal @Infosys stats are always interesting  and give good insights to character and game... r\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/r7NlhUczIr,0,0.266666666666667,0.5
661,@ATPWorldTour @RafaelNadal @Infosys It is good that Nadal comes back so well from that position but it is his lack\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/EQYemIa0UR,0,0.35,0.3
662,.RafaelNadal is the only Top 100 player who does this... Infosys #ATP Beyond The Numbers explains:\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/wVzB8CYt02,0,0.25,0.75
663,IT Employees are not tissue papers @Infosys @TCS @Accenture @IBM @Capgemini @Wipro @Oracle @Mindtree_Ltd @itcinfotech,0,0,0
664,@Infosys idk why the hell i followed you... *unfollows*,0,0,0
665,HfS Blueprint recognizes Infosys as a global SI with strong execution track record in application #TestingServices\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/c5k82BL1Vz,0,0.216666666666667,0.366666666666667
666,Time's opportune 4India's IT-MNCs &lt;like Infosys etc&gt; 2get de 3rdWorld MNC label erasd 4good; and get recognised as\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/BtqixQ3ZVK,0,0,0
667,@dennisgada: #Sibos2017 @Infosys #AI in #Banking is showing signs of significant interest and adoption https://t.co/krrETL8kOp,8,0.375,0.875
668,This year TEDxThiruvananthapuram will take place on the 22nd of October at Infosys Campus Kazhakootam. https://t.co/0XH7LlK89H,0,0,0
669,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/3dnhgfhou5,0,0,0
670,@Finacle: Winners of the raffle do collect your goodies at @Infosys @Finacle Stand J51 at #Sibos https://t.co/c3dtB2g7os,1,0,0
671,@Infosys: #LifeSciences &amp; #Healthcare industries remain early #AI adopters with ongoing and expanding use cases. Know more https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0.3,0.4
672,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/rSX6VEe17a,0,0,0
673,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/Z0h3nR4KgP,0,0,0
674,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/lmsHeMTesA,0,0,0
675,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/X2r841LtnG,0,0,0
676,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/d3586Ug9mZ,0,0,0
677,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/hKAHNM9udi,0,0,0
678,Winners of the raffle do collect your goodies at @Infosys @Finacle Stand J51 at #Sibos https://t.co/c3dtB2g7os,1,0,0
679,@Finacle: Experience @Finacle\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s platform agnostic #omnichannel liquidity management solution at @SIBOS| Ask for a demo at @Infosys #Sibo\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0,0
680,@Abhijith_KD: Winners of the raffle don't forget to collect your gifts @Infosys @Finacle Stand J51 at #Sibos https://t.co/GopxtIrdW2,2,0,0
681,@Abhijith_KD: Leverage the power of #AI to elevate your #Bank productivity  efficiency and growth. Talk to us about @Infosys Nia @Purpo\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0,0
682,@Infosys: Know how technology can enable network of teams to make the #workplace not just productive but also purposeful https://t.co/K\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0,0
683,And this rag of a site @thewire_in is funded by ex Infosys founders and other \xc3\xa2\xe2\x82\xac\xcb\x9ceminent\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 anti @narendramodi guys https://t.co/5fRbLywky4,0,-0.125,0.375
684,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jWoyp2oAiM,0,0,0
685,$2.78 Billion in Sales Expected for Infosys Limited $INFY This Quarter https://t.co/sbU6opMxwm,0,-0.085714285714286,0.271428571428571
686,$2.78 Billion in Sales Expected for Infosys Limited $INFY This Quarter https://t.co/T4Uww6L7hx,0,-0.085714285714286,0.271428571428571
687,@CUBSucc: Check out the #CUBSresearch opportunities currently available #jobs #FoodBusiness #Infosys #Sustainability\n https://t.co/GDW1C\xc3\xa2\xe2\x82\xac\xc2\xa6,3,0.4,0.4
688,@anil_sarin: Vishal Sikka leaves. Sad day fr Infosys &amp; shame on old idiots who think they were &amp; can run it better. U didn't u can't Sh\xc3\xa2\xe2\x82\xac\xc2\xa6,2,-0.175,0.625
689,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/cJqjtEJzKm #acn,0,-0.071428571428572,0.142857142857143
690,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/hQeZTJKyjP,0,-0.071428571428572,0.142857142857143
691,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/sg5de6MKgq,0,-0.071428571428572,0.142857142857143
692,Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Sibos https://t.co/eR9zzhTfPz,0,0,0
693,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/GopxtIrdW2,0,0,0
694,Leverage the power of #AI to elevate your #Bank productivity  efficiency and growth. Talk to us about @Infosys Nia\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Xjw3QiTIs1,2,0,0
695,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/lqdME5lz2e,0,0,0
696,Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Sibos https://t.co/yalJMeXrnP,0,0,0
697,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/09qLEgGMkr,0,0,0
698,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/kuzJfAZiS1,0,0,0
